"Y","E1","E2","E3","E4","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20"
226.402426428172,9.60557505837642,8.51939363172278,9.97872555977665,8.41296963742934,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0
243.636144797096,6.29987610504031,6.13441123510711,9.51164940139279,6.35886890697293,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
178.403702239754,5.09247151203454,8.83530955063179,7.40934420144185,7.34959271620028,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0
190.508027115664,7.78481313725933,6.71041635912843,6.0663263942115,6.20725306449458,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
249.457471718871,8.75091443653218,6.64198873913847,7.73247379111126,8.41093993280083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
264.576431073711,7.30666339630261,9.90717962849885,8.40088460128754,8.25074782711454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
220.582296144922,7.78922519180924,7.08568074856885,5.46339135733433,7.37064523389563,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
218.552897059548,9.32717566611245,7.02347299782559,7.22073376993649,5.78065040288493,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
250.606296645333,6.21635656920262,9.10758289857768,9.92281713988632,9.61354636237957,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1
216.338985472603,8.34598797024228,5.5717553012073,6.99873518082313,6.24678113381378,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
175.321743507712,6.93287694477476,5.15402904595248,5.89382076868787,8.04772992269136,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
183.256334037513,6.52176524163224,7.81207262771204,6.4258700737264,6.37906987220049,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
244.141111528889,6.73035801853985,5.05012617679313,5.35765643580817,9.95400248211809,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
221.266946062966,7.64573009102605,9.71916001522914,6.83633100707084,7.53317067399621,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
212.579942235645,6.17038751137443,7.64556651120074,7.34515773132443,8.92409158172086,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
239.850109121113,6.84832976665348,6.64305438753217,6.92925487994216,7.74800864164717,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1
218.089079540026,5.49314771429636,9.2668472789228,7.76161094778217,6.98061995208263,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1
187.52069098008,7.32032119878568,9.48599901632406,7.40826318622567,7.58118985104375,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
173.665322233492,9.79541615932249,6.73991526826285,9.70606264309026,8.41663546278141,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
228.098167241589,9.25940194982104,5.43657210306264,5.2891323226504,8.56903330655769,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
192.968332921368,9.99312821542844,6.3619282701984,9.60487206815742,8.85838412796147,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
198.311530385903,5.81470809178427,5.75102434842847,6.35447894106619,6.25296832178719,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0
219.640387239099,8.05892255273648,8.93833548412658,6.90551303559914,6.05866889003664,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
258.759937419291,7.02414646046236,8.24090595007874,7.70002867560834,6.94523423328064,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
229.872225034547,7.00570918386802,6.11149011529051,6.67322523193434,7.50226056319661,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
306.042444282471,5.64899608376436,8.92363513470627,9.48859646799974,8.17654177197255,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
257.808680911948,5.98794724559411,7.30435343575664,9.97320238966495,5.67378439940512,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0
204.928028655389,8.37732820305973,5.64619079814292,6.86940095387399,9.65378486318514,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
220.215859989526,9.98145481804386,5.87580327410251,8.58236890868284,8.15243061049841,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
245.408426618644,8.05500723305158,9.60792354540899,8.83350585354492,7.53854621551,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
224.645927751252,7.59298951015808,9.48404257302172,7.87076783250086,8.23925303295255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
190.31742895217,8.31982645671815,9.33665892691351,6.17150644306093,9.14233645424247,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
247.355859583652,8.75963305821642,9.2426895943936,9.70871330820955,6.25927399843931,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
211.214457515598,5.89306773268618,9.06216888106428,7.61719242902473,8.9471333916299,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
208.264765924676,8.02622714079916,6.08576831407845,7.74490939686075,8.70451447204687,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
174.203198695711,5.56770105613396,7.10190642159432,7.52426850027405,8.44735279912129,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
271.1585382992,9.93942940258421,8.19073615246452,9.03616827679798,9.3548915500287,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1
205.398088520284,6.70745927956887,9.86469331663102,6.41292400774546,6.14586486015469,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
170.09089726668,5.3743895154912,8.69279434904456,7.14612787240185,9.31455370620824,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
333.177585632892,5.83075445727445,8.3206492534373,9.21207845560275,8.70590901118703,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
170.750444229446,5.73103345464915,8.61070959479548,7.48238034546375,5.95312141813338,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
148.828840749907,6.28859694115818,7.65470508136787,6.75037237582728,6.1215443094261,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
199.431896986987,6.26903493888676,5.60787313501351,7.20315859769471,6.10899292398244,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
230.749381331051,9.05747481388971,5.94969145255163,8.0009566899389,5.99707970162854,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0
289.041546082732,7.31904932647012,7.01689144247212,8.74227150110528,6.10515727894381,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
237.600806834823,6.29734308342449,6.82049490511417,8.24881473439746,6.09273555222899,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
188.484835670165,5.20254224305972,6.46072776406072,6.26282074023038,6.32042718119919,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
252.151825112011,6.55183765455149,6.54211665154435,7.81746509834193,6.13614764879458,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0
224.139024570499,9.04098846716806,6.3340766786132,5.42258209781721,6.84194352594204,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
319.646855360962,6.51059374096803,9.30201931507327,9.85733164474368,5.20498171099462,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
167.046497623173,6.36054740170948,9.70326791983098,5.40174816153012,7.08678574999794,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1
253.420593359749,9.16265743086115,6.42366125714034,6.82011945871636,8.80285533610731,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
224.053939349976,6.44773863721639,9.58004803629592,9.06705330591649,5.71852413821034,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0
200.165475926471,8.31720830639824,5.69291036576033,7.92756544076838,9.86386560602114,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
255.888236484461,8.45408469554968,8.46206338144839,8.04176401579753,5.58133197948337,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
159.857071138041,8.08232047245838,8.4883706679102,8.12624429119751,8.37560870917514,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0
248.404817407763,7.32181663508527,8.46625874517485,8.58532125479542,5.822368406225,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
290.113473884765,6.6293878632132,9.08702291199006,8.71617918135598,9.28440071176738,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
242.428501365837,6.88059647683986,8.83466131752357,6.7024901683908,6.7992012866307,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
194.465161758211,5.03067636862397,6.82016177102923,7.88219384034164,9.08990682684816,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0
328.2079179748,5.50902858725749,6.23151025385596,7.76116386405192,6.36682946467772,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
215.685573011037,7.37336445017718,8.25786680914462,9.38584205694497,6.46812960854732,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0
280.831016600903,9.02860069065355,8.69969607098028,6.22574693057686,7.70386942662299,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
254.498347339506,5.49469888792373,5.32962752855383,7.0272610464599,7.37771889194846,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
232.172238447849,5.69343198905699,6.9493230257649,7.5376500969287,9.58492213161662,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
257.292601492288,7.4187217943836,7.68313357722946,8.08598554343916,9.86213753232732,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1
245.575720029655,7.20256396220066,7.53263371763751,8.54009922593832,7.41200946620665,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
221.76630144773,7.06278363708407,5.65056425286457,7.82206120667979,6.30559407174587,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
204.616097430551,8.20917880162597,5.94371749204583,8.46535763470456,5.25664799846709,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1
249.291987534709,8.10109182260931,8.89052722137421,8.83980071055703,9.01742198620923,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
239.2013775354,8.80053585628048,6.75880502909422,7.50550787197426,9.11524508614093,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0
214.341134889811,5.59580715373158,9.48596172383986,5.06829733843915,9.25931804347783,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
285.22693091438,8.65348444087431,6.76734959823079,9.89416326745413,6.09355247928761,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
260.619416586382,8.49502068944275,8.28572643105872,5.21566678071395,9.74194196402095,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
237.743428756464,6.87034521601163,9.01972848107107,8.31848743138835,6.45023030112498,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
297.968850716848,5.17619936726987,7.89914157823659,5.85593145922758,8.83240193128586,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
202.938647009677,8.69865261483938,9.60542099084705,8.30864985939115,5.05390685983002,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0
218.559036847081,7.81367858289741,7.84793119644746,8.17638557520695,5.72800436406396,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
208.190577778654,8.03806052776054,8.70494048926048,6.50580699439161,6.69507772196084,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0
261.20611057509,5.99412045907229,6.39845792902634,8.47275105072185,9.4754637288861,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
251.211880532669,7.04331666347571,7.47941490379162,6.49672866100445,9.81582732405514,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
234.765020012914,7.40223990520462,5.57791800936684,5.15826036105864,9.93595720385201,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
148.741033062931,7.47182923136279,5.12301164562814,8.07827425887808,5.79580750432797,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
170.620043261212,8.73363929917105,5.88537042960525,6.23220951063558,9.22535459394567,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
353.761790049264,7.08113092114218,9.47902424377389,5.06323447218165,8.48197902436368,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
222.574204397806,8.92523305257782,6.05925009935163,9.795496504521,7.96057819155976,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1
271.565502028535,5.97487309481949,6.79875144502148,8.12218081904575,5.92278070515022,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
250.409986518038,6.93085721228272,9.58967373240739,8.25260920217261,9.11690121516585,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
254.998473472193,8.70368183357641,9.26419169874862,5.62403295887634,6.60597516107373,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
362.687782835089,9.1099831846077,9.20196691178717,8.46131437923759,8.07039540144615,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0
160.413042371062,5.11186034418643,6.50872024241835,5.19572134362534,5.31838250462897,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0
169.941165219585,7.48908942914568,9.94068942498416,6.78647766006179,8.19886001525447,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
157.47795001316,6.7736256972421,5.47171900863759,9.05899173347279,9.71388842677698,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
268.556104977376,5.59434510068968,8.99796313839033,8.64099508966319,6.35946293012239,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
216.953167198166,8.62784910015762,7.97879465389997,8.63534587086178,6.38984750257805,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0
188.810631147716,6.83717250125483,5.59076703735627,7.04193568788469,6.63786543416791,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
150.075772358517,6.12011864315718,7.78646768187173,8.38048133067787,9.2155751097016,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0
198.837289510107,5.03330674138851,8.19308834848925,5.67528384854086,9.74469469976611,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
205.268916215084,8.95887782797217,8.21950552519411,8.70646500377916,8.28505379497074,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
166.787338980348,7.79525064630434,5.109517716337,7.19673520419747,6.21206840500236,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
226.00796457713,6.83763757697307,9.46383298374712,5.54173684329726,5.14869140461087,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
188.256501931697,8.43388571403921,5.98940501571633,8.76943236216903,9.57309253397398,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0
247.2884723,6.17555293487385,8.698909454979,5.02232967759483,5.35611664643511,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0
279.990169893513,8.57008021208458,7.93130129226483,7.79819136252627,9.29440801730379,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
279.061507794521,9.93672842159867,7.23984373733401,8.66880776011385,9.86013161251321,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0
268.265088903946,5.05158648011275,5.65359369036742,9.26708686631173,5.96012101857923,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141.967875569858,6.02553730132058,6.8021501856856,5.27326003299095,9.201005527284,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1
390.086101365521,9.89838381647132,6.78488977253437,8.98830527556129,9.69353259191848,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
223.658920781512,5.56293840752915,8.8125941704493,6.10004652524367,5.14998919330537,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1
224.421048834684,5.86364908143878,6.2239643605426,5.07806964335032,9.55113413510844,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
200.644217547654,7.80323026352562,6.75667007220909,9.76348997093737,7.5691155961249,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
215.683157870527,7.62686827918515,5.03445473616011,6.22893627732992,8.05851044366136,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
288.393963776254,7.52128356602043,9.54763151472434,8.87870606500655,7.13451292132959,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
203.199090031865,7.1054033364635,6.81586221675389,8.45666200038977,5.09328933432698,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
312.129012058286,9.77630515000783,8.76205755048431,8.48811176605523,6.56797540839761,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
228.354611285216,8.32459995523095,5.69147632340901,8.5219962336123,9.45942766033113,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0
178.411078656577,7.56844984134659,5.38012142409571,6.63827735697851,9.23311050166376,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0
167.059344713139,5.96949155558832,5.59813707717694,5.642727088416,8.29112138715573,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
197.171961059714,6.43636803841218,8.39390370994806,7.78147480450571,8.09880500659347,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
243.761635875695,8.04101360728964,9.8867528885603,9.11640239413828,7.79451952665113,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
274.063001357798,5.86260848329403,6.9198117160704,9.4262829888612,9.63787707383744,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0
184.99179718683,5.77344783814624,6.92260762676597,8.20917766191997,7.71865708054975,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0
187.333534131807,9.50785336899571,5.19356180215254,7.74235546821728,9.9993672373239,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
253.968539059188,9.12461436586455,9.25148441805504,8.29948270111345,6.75525121972896,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
278.887850113658,6.73398937331513,8.26431943569332,9.69327656086534,7.19542419305071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
188.721146910615,7.96775653492659,7.55378487752751,7.24717505974695,8.72399714426138,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
275.923945321045,8.00003626500256,9.35726429685019,9.33898213901557,6.90011854632758,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
211.058870227182,5.2790913451463,9.53694143798202,9.69315152266063,6.23660350916907,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
238.583056129107,9.33198368642479,7.98423328669742,6.90686605870724,5.76907286653295,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
158.824314450311,6.23440405470319,6.87600940815173,8.14083343953826,5.17826787894592,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
226.02622045737,6.62916696164757,5.77205117675476,7.00227923342027,8.78553026006557,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
237.91959226531,9.39630916109309,8.51096525322646,9.80526735540479,9.79596337769181,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
309.014474409939,5.53064859122969,5.61868926393799,9.6307910408359,7.92860392364673,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1
304.736577939911,8.6861776013393,7.05891838530079,8.91224452760071,5.23413862334564,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
195.03680178844,7.873443744611,7.03150238725357,7.13539335993119,8.30656174570322,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
185.838649862734,6.55843538232148,6.85775158926845,6.83929754653946,9.22760357614607,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
206.132865141451,8.7530604575295,6.43002841505222,7.49118333798833,9.61506545194425,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1
224.275509296733,7.28317803004757,7.47023713192903,6.72820653999224,5.47342883073725,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
187.025923071972,9.15534698986448,6.14578673965298,6.8316790740937,8.29664460965432,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
175.700831983789,5.71784459287301,9.02127472334541,5.88756580837071,5.74507782584988,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
208.98521775882,9.97825353522785,8.92582174623385,9.15397491771728,5.59092623530887,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
168.188979281175,6.49328882689588,5.30786378309131,9.41765753319487,5.21231174701825,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0
174.091466265104,7.97847391688265,7.4808885762468,9.15224925498478,7.19150982564315,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
175.470122719645,5.9362341358792,6.18185295257717,7.6756014325656,7.995599899441,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
241.19823368601,8.84917271556333,6.84319052495994,9.2251593770925,9.72661624196917,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
264.879991804228,9.06468276400119,7.69317070022225,9.29087992757559,7.65539184096269,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
213.327166633945,8.61646485631354,6.23616263852455,5.5643040931318,8.98992603644729,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
183.063512246985,8.48583210143261,5.88553773472086,9.9585308006499,8.81908443989232,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1
178.344190433865,9.94565284228884,7.9041748365853,6.27712101209909,8.10643235803582,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,1
210.745475045734,6.77111103432253,7.32263203244656,6.91653986112215,9.35756670078263,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0
180.420271728014,5.4546723223757,9.27657139021903,7.02982709975913,5.60840568388812,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0
382.46174673937,6.05892150197178,8.38034640997648,6.72694619279355,8.8775867188815,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0
284.391881684119,7.92132512666285,8.81148661370389,5.84400965599343,8.66625373600982,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
170.183177079612,6.77786063984968,5.43746203766204,5.48554816865362,6.9713622040581,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,1,0
246.249673382484,8.3105844585225,8.32228053710423,9.96788174146786,5.026903959224,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
279.126769004777,6.99171367916279,6.38532298384234,8.2657738646958,7.5184359587729,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
238.169453237414,7.24214752903208,7.98583663650788,5.32211273326539,7.70929792430252,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0
305.641878966148,9.29741446743719,7.46911991736852,8.66638128762133,9.03026195592247,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
309.258773673229,6.16025344468653,9.38369372393936,6.71433482668363,9.71514708129689,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
222.56917716863,5.01197640667669,9.70655979122967,8.4865225397516,8.37272923905402,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0
203.205183664743,7.43866591248661,7.9884250939358,8.34691793541424,9.80141974519938,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
288.903290478749,8.07099175173789,9.98447257210501,9.04769416549243,5.42163084959611,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0
284.225971468595,7.76238350546919,7.91074572014622,9.90289889625274,9.72324442816898,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
